name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Ahmedabad,2021-04-12,43,27,34.4,42.6,26.5,33.8,11.8,28,0,0,0,,0,0,22.7,11.2,285.5,1009.9,2,4.5,301.8,26,10,,2021-04-12T06:21:48,2021-04-12T18:59:18,0,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-13,43,26,34.5,40.8,26,33.1,8.4,21.8,0,0,0,,0,0,28.1,11.2,311.2,1009.6,25.2,4.4,294.8,25.4,10,,2021-04-13T06:20:54,2021-04-13T18:59:41,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-14,42,26,33.9,39.1,26,32.2,8.5,22.6,0,0,0,,0,0,23,14.8,288.8,1009.1,24.4,4.6,293,25.1,10,,2021-04-14T06:20:01,2021-04-14T19:00:05,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-04-15,41,26,33.6,37.9,26,32.1,9.8,25,0,0,0,,0,0,24.5,25.9,246.9,1008.6,2.3,4.5,302.6,26,10,,2021-04-15T06:19:09,2021-04-15T19:00:28,0.11,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-16,41,26,33.2,40.5,26,33.2,15.3,38.1,0,0,0,,0,0,27,22.3,272.8,1007.9,4.4,4.4,305.1,26.3,10,,2021-04-16T06:18:17,2021-04-16T19:00:51,0.14,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-17,41,27,33,41.6,28.5,33.7,15.8,41.3,0,0,0,,0,0,27.4,17.3,294.7,1009,9.1,4.4,303.6,26.3,10,,2021-04-17T06:17:25,2021-04-17T19:01:15,0.17,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-18,42,25,33.6,40.4,25,32.5,11.5,29.5,0,0,0,,0,0,27,13,333.6,1009.6,7.5,4.4,306,26.4,10,,2021-04-18T06:16:34,2021-04-18T19:01:39,0.2,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-19,42,26,34.1,40.2,26,33,11.4,28,0,0,0,,0,0,28.1,13,286.9,1007.1,11.4,4.3,302.7,26.2,10,,2021-04-19T06:15:44,2021-04-19T19:02:03,0.24,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-20,40,27,33.4,40.2,28.8,33.7,15.7,37.7,0,0,0,,0,0,31.3,14.8,277.4,1006,36.9,4.4,264.8,22.9,9,,2021-04-20T06:14:54,2021-04-20T19:02:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-21,41,27,33.5,38.6,27.5,32.2,10.6,27.7,0,0,0,,0,0,32,16.6,274.6,1008.1,19.9,4.7,315.3,27.3,10,,2021-04-21T06:14:06,2021-04-21T19:02:52,0.3,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-22,41,26.3,33.4,40.5,26.3,33.7,14.8,36.7,0,0,0,,0,0,22.7,14.8,252.2,1008.6,8.7,4.5,311.9,27,10,,2021-04-22T06:13:17,2021-04-22T19:03:17,0.34,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-23,42,26,33.6,40.8,26,34.2,16.8,41.8,0,0,0,,0,0,28.4,20.5,238.4,1007.5,14.7,4.4,312.5,27.1,10,,2021-04-23T06:12:30,2021-04-23T19:03:41,0.37,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-24,39,28,33.2,45.4,29.5,36,19.4,45.6,0,0,0,,0,0,19.8,11.7,257.7,1007.9,45.9,3.9,268.9,23.1,9,,2021-04-24T06:11:43,2021-04-24T19:04:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-25,43,26.6,34.6,39.5,26.6,32.9,8.9,26,0,0,0,,0,0,31,13,73.7,1008,26.9,4.9,314.5,27.3,10,,2021-04-25T06:10:57,2021-04-25T19:04:32,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-26,44,26.4,34.3,44,26.4,33.2,9.7,25.5,0,0,0,,0,0,18.7,11.2,15.2,1006.7,15.1,4.1,305.5,26.4,10,,2021-04-26T06:10:11,2021-04-26T19:04:57,0.47,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-04-27,44,29,35.9,44,28.8,35.2,11.9,25.9,0,0,0,,0,0,29.5,27.7,263.5,1006.8,20.3,4.2,297.9,25.8,10,,2021-04-27T06:09:27,2021-04-27T19:05:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-28,43,28,35.3,42.7,27.3,34.7,13,27,0,0,0,,0,0,24.8,16.6,305.1,1008.2,38.8,4.7,302.6,26,10,,2021-04-28T06:08:43,2021-04-28T19:05:48,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-04-29,43,27.2,35.3,43.2,27.4,35.2,14.3,29.8,0.5,100,8.33,rain,0,0,23.8,18.4,296.8,1007.8,38.6,4.4,292,25.1,9,,2021-04-29T06:08:00,2021-04-29T19:06:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-04-30,43,29,35.5,42.4,29.1,35.1,14,29.5,0,0,0,,0,0,22.3,14.8,281.5,1006.2,29.6,4.5,302.6,26.2,10,,2021-04-30T06:07:18,2021-04-30T19:06:41,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-01,41,29,34.6,43.6,30.3,35.5,16.7,36.2,0,0,0,,0,0,22,27.7,260.8,1006.3,60.4,4.4,274.4,23.7,9,,2021-05-01T06:06:37,2021-05-01T19:07:07,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-02,42,27,34.2,41.6,27.6,34.2,15.2,34,0,0,0,,0,0,25.6,9.4,345.8,1006.7,37.8,4.5,301.5,26,10,,2021-05-02T06:05:57,2021-05-02T19:07:34,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-05-03,41.4,27,34.6,40.4,27,33.6,12.3,27.6,0,0,0,,0,0,24.5,13,333.2,1006.2,46.9,4.6,304.2,26.2,10,,2021-05-03T06:05:17,2021-05-03T19:08:00,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-04,42,29.9,35.3,41.2,30,34.9,14.1,29.4,0,0,0,,0,0,21.6,14.8,275.7,1005.7,29.8,4.6,309.1,26.6,10,,2021-05-04T06:04:39,2021-05-04T19:08:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-05,42,28,34.7,41.6,29.8,35.3,16.2,36,0,0,0,,0,0,26.6,14.8,316.1,1005.8,10.9,4.7,315.3,27.2,10,,2021-05-05T06:04:01,2021-05-05T19:08:54,0.78,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-06,43,28.7,35.9,42.7,30.3,36.1,15,31.8,0,0,0,,0,0,25.2,13,280.1,1005.6,6.8,4.5,314,26.9,10,,2021-05-06T06:03:25,2021-05-06T19:09:21,0.81,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-07,43,28.4,35.8,43.7,29.9,37.2,17.3,36.5,0,0,0,,0,0,26.6,11.2,273.6,1006.6,16.2,4.4,310.1,26.8,10,,2021-05-07T06:02:49,2021-05-07T19:09:49,0.85,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-05-08,44,31.6,37.1,44.2,33.5,38.6,17.5,33.9,0,0,0,,0,0,25.2,16.6,259.5,1005.3,20.7,4,280.5,24.1,10,,2021-05-08T06:02:15,2021-05-08T19:10:16,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-09,44,31,37.1,44.4,31.4,38.3,17.2,32.3,0,0,0,,0,0,26.6,16.8,275.6,1003.7,30.3,4.6,276,24,9,,2021-05-09T06:01:41,2021-05-09T19:10:44,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-10,42,29,35.3,41.2,32,36.6,17.3,37.7,0,0,0,,0,0,27,16.4,250.7,1003.9,12.8,4.6,313.7,26.9,10,,2021-05-10T06:01:08,2021-05-10T19:11:12,0.95,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-11,42,28,34.2,42.6,31.2,37.1,19.9,47.5,0,0,0,,0,0,26.6,18.4,261.1,1004.3,2.6,4.6,312.8,26.8,10,,2021-05-11T06:00:37,2021-05-11T19:11:39,0.98,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-12,42,28,34.2,40.9,31.2,36.3,19.1,46,0,0,0,,0,0,29.9,24.1,243.4,1002.6,0.4,4.7,319,27.6,10,,2021-05-12T06:00:06,2021-05-12T19:12:07,0,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-13,41,28,33.6,43.6,31.2,37,20.9,51.2,0,0,0,,0,0,33.8,24.1,233.7,1002.4,15.8,4.5,307.3,26.7,10,,2021-05-13T05:59:37,2021-05-13T19:12:35,0.05,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-14,43,29,35.1,43.7,32.5,37.5,19.1,43.8,0,0,0,,0,0,28.1,14.8,256.7,1001.6,9.3,4.4,311.2,27,10,,2021-05-14T05:59:09,2021-05-14T19:13:03,0.08,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-15,44,29,35.9,47.7,31.6,39.3,20.4,42.8,0,0,0,,0,0,23.4,13,290.9,1000.9,43.6,4.3,300.8,25.9,10,,2021-05-15T05:58:41,2021-05-15T19:13:32,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-05-16,45,28,36.5,49.7,33.3,39.4,20.6,43.3,10.1,100,12.5,rain,0,0,37.8,17.6,69.1,1000.3,81.7,3.9,225.8,19.6,7,,2021-05-16T05:58:15,2021-05-16T19:14:00,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-17,36.3,28,31.2,47.9,32.7,39,25.9,74.8,10,100,8.33,rain,0,0,55.1,24.1,66.2,1000.6,94.9,3.5,168.6,14.6,7,,2021-05-17T05:57:50,2021-05-17T19:14:28,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-18,30,24.5,26.8,37.4,24.5,29.2,25.8,94.2,116,100,20.83,rain,0,0,88.9,40.7,119.8,995.2,99.8,2,27,2.4,1,,2021-05-18T05:57:26,2021-05-18T19:14:56,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-19,34,23.6,27.5,40.6,23.6,29.9,23.8,82,0,0,0,,0,0,55.4,29.5,268.8,1000.8,70,3.9,154,13.3,5,,2021-05-19T05:57:03,2021-05-19T19:15:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-20,38,24,31.1,49,24,36.7,24.1,68.4,0,0,0,,0,0,21.6,16.6,206.9,1003.9,0.9,4.2,314.8,27.2,10,,2021-05-20T05:56:41,2021-05-20T19:15:52,0.25,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-05-21,37,28,32.1,49.5,34.1,41.3,26.6,74.3,0,0,0,,0,0,29.9,18.4,208.3,1004.8,10.8,4.2,298.2,25.7,10,,2021-05-21T05:56:21,2021-05-21T19:16:20,0.32,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-22,37,27.9,32.4,44.9,32.7,40.1,25.6,69.5,0,0,0,,0,0,25.9,14.8,221.5,1004.5,18.3,4.2,297.4,25.8,10,,2021-05-22T05:56:01,2021-05-22T19:16:48,0.36,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-23,39,28.6,33.4,48.6,33.5,41.4,25.4,64.7,0,0,0,,0,0,27.4,16.6,215.1,1005.6,27.5,4.4,284.5,24.5,8,,2021-05-23T05:55:43,2021-05-23T19:17:16,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-05-24,41,29.6,34.3,51.6,35.1,42.7,25.2,60.5,0,0,0,,0,0,30.6,14.8,254.3,1006.5,18,4.5,280,24.2,9,,2021-05-24T05:55:26,2021-05-24T19:17:43,0.43,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-25,42,29,34.8,50.8,32.8,43,24.9,59.5,0,0,0,,0,0,26.3,14.8,255.2,1003.9,8,4.5,312.7,27.1,10,,2021-05-25T05:55:10,2021-05-25T19:18:11,0.46,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-05-26,39,29.4,33.4,52.2,35.7,42,25.7,65.7,0,0,0,,0,0,30.2,20.5,249.4,1002.1,30.4,4.5,292.5,25.3,9,,2021-05-26T05:54:55,2021-05-26T19:18:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-27,39,29.2,32.9,46.7,36,40.8,25.3,65.8,0,0,0,,0,0,31.7,18.4,229.2,1002.3,36.4,4.5,289.2,25,9,,2021-05-27T05:54:41,2021-05-27T19:19:05,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-28,39,29,33.2,52.2,36.8,41.9,25.9,66.9,0,0,0,,0,0,29.5,18.4,220.7,1002.9,30.6,4.6,301.4,25.9,10,,2021-05-28T05:54:29,2021-05-28T19:19:32,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-29,38,29,33.3,50.8,34.5,42,25.7,65.5,0,0,0,,0,0,31.7,16.6,223.7,1004.2,35.6,4.4,304.7,26.2,9,,2021-05-29T05:54:18,2021-05-29T19:19:58,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-30,41,29,33.5,50.1,34.5,41.6,25.3,63.8,0,0,0,,0,0,34.9,18.4,225.1,1004.2,27.1,4.5,300.7,26,9,,2021-05-30T05:54:07,2021-05-30T19:20:25,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-05-31,38,29,32.6,45.8,33.6,39.2,24.5,63.9,0,0,0,,0,0,36,18.4,206.6,1002.2,14.5,4.7,309.7,26.7,10,,2021-05-31T05:53:58,2021-05-31T19:20:51,0.66,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-06-01,38,28,32.7,44.9,31.2,38.1,23.3,59.1,0,0,0,,0,0,34.9,20.6,210.4,1002.5,15.7,4.7,303.9,26.3,10,,2021-06-01T05:53:50,2021-06-01T19:21:16,0.69,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-02,39,28,33.3,44.8,31.1,38.5,23.1,56.5,0,0,0,,0,0,40.7,22.3,210,1004,10.5,4.7,307.5,26.4,10,,2021-06-02T05:53:43,2021-06-02T19:21:42,0.75,Clear,Clear conditions throughout the day.,clear-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-03,40,26,33.6,47.1,26,39.6,23.7,58.2,0.1,100,4.17,rain,0,0,31.3,18.4,209.3,1004.8,38,4.5,307.5,26.5,9,,2021-06-03T05:53:38,2021-06-03T19:22:06,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-04,38,26.1,32.7,46.5,26.1,37.6,22.7,56.5,3,100,4.17,rain,0,0,28.1,20.5,233.3,1005.6,50.1,4.4,296.3,25.8,9,,2021-06-04T05:53:33,2021-06-04T19:22:31,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-06-05,37.5,25.7,31.3,44.5,25.7,36,23.3,63.9,0,0,0,,0,0,29.2,18.4,217.7,1004.9,42.8,4.5,294,25.3,9,,2021-06-05T05:53:30,2021-06-05T19:22:55,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-06,38,28.9,32.9,45.7,33,38.6,23.7,59.5,0,0,0,,0,0,31.3,18.4,222,1004.8,37.8,4.8,269.9,23.2,9,,2021-06-06T05:53:28,2021-06-06T19:23:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-07,38.5,28,32.7,46.3,31.2,39,24.1,61.5,0,0,0,,0,0,36.4,22.3,227.7,1004.5,35.3,4.7,273,23.6,9,,2021-06-07T05:53:26,2021-06-07T19:23:42,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-08,39,29,33.5,47.1,32.7,40.7,24.7,61.5,0,0,0,,0,0,29.5,20.5,237.2,1002.9,31.8,4.7,265.9,23,9,,2021-06-08T05:53:26,2021-06-08T19:24:04,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-09,39,29,33.6,48.6,34.1,40.9,24.7,60.8,0,0,0,,0,0,35.3,22.6,243.2,1001.2,30.4,4.6,226.7,19.4,7,,2021-06-09T05:53:27,2021-06-09T19:24:26,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-10,39,29,33.2,49,33.6,39.8,24.2,60.3,0,0,0,,0,0,34.6,24.1,235.6,1000.1,33.3,4.9,237,20.5,7,,2021-06-10T05:53:29,2021-06-10T19:24:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-11,40,29,33.4,47.3,34,41.2,25.1,63.5,0,0,0,,0,0,41,20.6,225.9,999.7,34.7,4.7,236.8,20.2,8,,2021-06-11T05:53:32,2021-06-11T19:25:08,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-12,40,30,34.3,48.2,36.5,42.7,25.2,61,0,0,0,,0,0,37.1,20.5,247.7,999.6,45.7,4.7,253.6,21.8,8,,2021-06-12T05:53:36,2021-06-12T19:25:28,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-13,39,30,34,46,36.2,41.3,24.5,58.9,0,0,0,,0,0,40,22.3,244.1,999.8,47.1,4.3,258.6,22.2,8,,2021-06-13T05:53:41,2021-06-13T19:25:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-14,40,30,34,45.9,36.2,40.9,24.2,58.5,0,0,0,,0,0,41,20.5,247.5,998.8,44.7,4.6,253.6,21.8,7,,2021-06-14T05:53:47,2021-06-14T19:26:06,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-15,40,30,34.3,47.6,34.1,41.1,24,56.3,0,0,0,,0,0,49.7,23.4,230.1,996.5,40.2,4.7,260.9,22.4,9,,2021-06-15T05:53:54,2021-06-15T19:26:24,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-06-16,39,24,32.4,45.8,24,37.2,23.2,60.7,3,100,4.17,rain,0,0,40.7,19.1,210.4,997.5,58.5,4.1,208.2,18.1,6,,2021-06-16T05:54:02,2021-06-16T19:26:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-06-17,34,24,27.7,45.3,24,31.4,25,85.9,92,100,8.33,rain,0,0,36,13,190.1,999.5,82.5,3.2,218.2,18.8,8,,2021-06-17T05:54:11,2021-06-17T19:26:58,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-18,33,26,28.1,43.3,26,32.1,25.1,84.1,0.5,100,4.17,rain,0,0,28.8,27.7,218.5,1000.1,82.9,3.6,103.7,9,5,,2021-06-18T05:54:21,2021-06-18T19:27:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-19,31,26,27.3,37.7,26,29.7,24.8,86.6,0.1,100,4.17,rain,0,0,27.4,18.4,243.9,1001.5,88.4,4,89.8,7.7,3,,2021-06-19T05:54:32,2021-06-19T19:27:29,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-20,30.2,25.7,26.9,37.6,25.7,28.7,24.6,87.6,2,100,4.17,rain,0,0,31.7,18.4,245.8,1002.9,85.1,3.5,96.5,8.4,3,,2021-06-20T05:54:44,2021-06-20T19:27:43,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-21,31,26,27.1,38.7,26,29.8,25,88.3,5,100,8.33,rain,0,0,31,16.6,252.5,1004.3,87,3.4,215.2,18.7,7,,2021-06-21T05:54:56,2021-06-21T19:27:56,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-22,33,25,27.7,40.6,25,31.6,25.7,89.2,29,100,8.33,rain,0,0,37.1,15.3,233.7,1004.4,77.5,3.3,217.8,18.8,7,,2021-06-22T05:55:10,2021-06-22T19:28:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-23,34.7,27,30.5,45.3,30.6,37.4,25.7,76.4,0,0,0,,0,0,29.9,14.8,254.1,1003.9,49.9,3.9,171,14.7,6,,2021-06-23T05:55:24,2021-06-23T19:28:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-24,33,27,29.7,42.3,30.1,36.2,25.7,79.6,0,0,0,,0,0,28.1,16.5,233.5,1003.7,77.4,4.2,168.4,14.6,6,,2021-06-24T05:55:39,2021-06-24T19:28:30,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-25,35.1,27,30.7,44.9,30.6,37.2,25.3,74.6,0,0,0,,0,0,32.4,16.6,229.4,1002.5,55.4,4.4,221.2,19.2,7,,2021-06-25T05:55:54,2021-06-25T19:28:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-26,36,27,31.5,43.2,30.1,37.4,24.4,67.2,0,0,0,,0,0,31,16.6,240.3,1003.1,34.2,4.6,235.6,20.3,8,,2021-06-26T05:56:11,2021-06-26T19:28:47,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-27,37,28,31.8,46.3,32.7,38.5,24.9,68.2,0,0,0,,0,0,27.4,16.6,287.5,1005.3,54.1,4.6,244.9,21,8,,2021-06-27T05:56:28,2021-06-27T19:28:55,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-28,35,28,30.4,44.9,31.9,37.1,25.2,74.2,0.2,100,4.17,rain,0,0,24.8,16.8,263.4,1004.8,82.5,3.9,95.7,8.1,3,,2021-06-28T05:56:46,2021-06-28T19:29:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-06-29,36.2,24.5,30.4,48.1,24.5,37.1,25.8,78,8.8,100,4.17,rain,0,0,33.5,14.8,238.1,1003.9,67.8,3.8,255.4,22,8,,2021-06-29T05:57:04,2021-06-29T19:29:06,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42647099999,42654099999,VAAH,42744099999,remote"
Ahmedabad,2021-06-30,36,28,31.6,46.3,32.7,39.7,25.9,72.6,0,0,0,,0,0,32.8,18.4,239.2,1003,51.6,4.2,215.2,18.5,7,,2021-06-30T05:57:23,2021-06-30T19:29:11,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
Ahmedabad,2021-07-01,36,27,31.3,44.6,30.1,37.9,24.8,69.3,0,0,0,,0,0,42.1,25.9,227.8,1000.5,65.2,4.6,204.8,17.6,6,,2021-07-01T05:57:43,2021-07-01T19:29:14,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42647099999,42654099999,VAAH,42744099999"
